timestamp,url,bytes_downloaded,fetch_latency_ms,status_code,is_relevant,cumulative_pages,cumulative_relevant,error
1776660075.8889852,https://arxiv.org/list/cs.LG/recent?skip=466&show=100,181657,133.0352920340374,200,True,31,15,
1776660076.272063,"https://arxiv.org/search/cs?searchtype=author&query=Zhang,+T",0,0.0,0,False,32,15,robots.txt disallowed
1776660076.27234,"https://arxiv.org/search/cs?searchtype=author&query=Xue,+Z",0,0.0,0,False,33,15,robots.txt disallowed
1776660076.272553,"https://arxiv.org/search/cs?searchtype=author&query=Jiang,+J",0,0.0,0,False,34,15,robots.txt disallowed
1776660076.2727401,"https://arxiv.org/search/cs?searchtype=author&query=Xu,+Y",0,0.0,0,False,35,15,robots.txt disallowed
1776660076.272928,"https://arxiv.org/search/cs?searchtype=author&query=Xu,+C",0,0.0,0,False,36,15,robots.txt disallowed
1776660076.273066,"https://arxiv.org/search/cs?searchtype=author&query=Wang,+Y",0,0.0,0,False,37,15,robots.txt disallowed
1776660076.27321,"https://arxiv.org/search/cs?searchtype=author&query=Yan,+S",0,0.0,0,False,38,15,robots.txt disallowed
1776660076.8901398,https://arxiv.org/list/cs.LG/recent?skip=466&show=2000,708732,178.99312498047948,200,True,39,16,
1776660077.891018,https://arxiv.org/pdf/2604.13024,727676,256.38191698817536,200,False,40,16,non-HTML content-type
1776660078.148842,https://arxiv.org/format/2604.12952,0,0.0,0,False,41,16,robots.txt disallowed
1776660078.149405,"https://arxiv.org/search/cs?searchtype=author&query=Hanneke,+S",0,0.0,0,False,42,16,robots.txt disallowed
1776660078.892192,https://arxiv.org/abs/2604.13016,49091,155.85149999242276,200,True,43,17,
1776660079.8933692,https://arxiv.org/abs/2604.13010,48014,43.87724999105558,200,True,44,18,
1776660080.1804428,"https://arxiv.org/search/cs?searchtype=author&query=Wang,+J+Z",0,0.0,0,False,45,18,robots.txt disallowed
1776660080.4282649,https://github.com/Jason-Wang313/verification-tax,277488,834.4264580518939,200,True,46,19,
1776660080.8945122,https://arxiv.org/pdf/2604.12968,8688005,2527.35600003507,200,False,47,19,non-HTML content-type
1776660083.4229178,"https://arxiv.org/search/cs?searchtype=author&query=Prairie,+H",0,0.0,0,False,48,19,robots.txt disallowed
1776660082.7882712,https://arxiv.org/pdf/2604.12952,775572,672.8474159608595,200,False,49,19,non-HTML content-type
1776660083.462581,"https://arxiv.org/search/cs?searchtype=author&query=Gahir,+A",0,0.0,0,False,50,19,robots.txt disallowed
1776660083.463137,"https://arxiv.org/search/cs?searchtype=author&query=Gowda,+S+N",0,0.0,0,False,51,19,robots.txt disallowed
1776660083.789215,https://arxiv.org/html/2604.12952v1,839761,207.54241599934176,200,True,52,20,
1776660084.887112,https://arxiv.org/abs/2604.12951,46638,54.21879101777449,200,True,53,21,
1776660085.169148,"https://arxiv.org/search/cs?searchtype=author&query=Shen,+Y",0,0.0,0,False,54,21,robots.txt disallowed
1776660085.169423,"https://arxiv.org/search/cs?searchtype=author&query=Xu,+T",0,0.0,0,False,55,21,robots.txt disallowed
1776660085.169622,"https://arxiv.org/search/cs?searchtype=author&query=Li,+G",0,0.0,0,False,56,21,robots.txt disallowed
1776660085.169801,"https://arxiv.org/search/cs?searchtype=author&query=Pathania,+A",0,0.0,0,False,57,21,robots.txt disallowed
1776660085.169962,"https://arxiv.org/search/cs?searchtype=author&query=Pimentel,+A+D",0,0.0,0,False,58,21,robots.txt disallowed
1776660085.1701472,"https://arxiv.org/search/cs?searchtype=author&query=Zhang,+M",0,0.0,0,False,59,21,robots.txt disallowed
1776660085.888279,https://arxiv.org/pdf/2604.12951,908311,147.7462500333786,200,False,60,21,non-HTML content-type
1776660086.8894038,https://arxiv.org/abs/2604.12946,47522,56.51624995516613,200,True,61,22,
1776660087.8905442,https://arxiv.org/abs/2604.12945,45771,38.072541996371,200,True,62,23,
1776660088.271229,"https://arxiv.org/search/cs?searchtype=author&query=Fu,+S",0,0.0,0,False,63,23,robots.txt disallowed
1776660088.271459,"https://arxiv.org/search/cs?searchtype=author&query=Wang,+D",0,0.0,0,False,64,23,robots.txt disallowed
1776660088.891343,https://arxiv.org/abs/2604.12891,48357,52.50504199648276,200,True,65,24,
1776660089.147904,"https://arxiv.org/search/cs?searchtype=author&query=Gaikwad,+M",0,0.0,0,False,66,24,robots.txt disallowed
1776660089.8925152,https://arxiv.org/pdf/2604.12891,5933013,1023.0397499981336,200,False,67,24,non-HTML content-type
1776660090.917057,https://arxiv.org/format/2604.12806,0,0.0,0,False,68,24,robots.txt disallowed
1776660090.893623,https://arxiv.org/abs/2604.12827,44485,81.36349997948855,200,True,69,25,
1776660091.290703,"https://arxiv.org/search/cs?searchtype=author&query=Sun,+Y",0,0.0,0,False,70,25,robots.txt disallowed
1776660091.894751,https://arxiv.org/pdf/2604.12827,384671,200.97970799542964,200,False,71,25,non-HTML content-type
1776660092.895478,https://arxiv.org/pdf/2604.12817,792606,401.19062503799796,200,False,72,25,non-HTML content-type
1776660093.8961122,https://arxiv.org/pdf/2604.12811,503126,167.06595796858892,200,False,73,25,non-HTML content-type
1776660094.897241,https://arxiv.org/html/2604.12806v1,857533,484.6671670093201,200,True,74,26,
1776660095.898402,https://arxiv.org/html/2604.12798v1,409471,257.64187501044944,200,True,75,27,
